text,joint
Just what I expected.,LAPTOP#GENERAL/positive
Keyboard was also very nice and had a solid feel.,"KEYBOARD#QUALITY/positive,KEYBOARD#GENERAL/positive"
It was secure and easy to navigate.,"LAPTOP#QUALITY/positive,LAPTOP#USABILITY/positive"
"With all the goodies inside this machine, it is a value.","LAPTOP#GENERAL/positive,LAPTOP#DESIGN_FEATURES/positive"
It makes doing schoolwork at night so much easier.,LAPTOP#USABILITY/positive
"The only drawback for me is how dirty the screen gets, and rather quickly too.",DISPLAY#QUALITY/negative
"Also, the space bar makes a noisy click every time you use it.",KEYBOARD#QUALITY/negative
"It gets the job done in terms of having a computer that can browse the web, use Word/Excel, and the like.",LAPTOP#MISCELLANEOUS/positive
"It has far exceeded my expectations for power, storage, and abilitiy.","HARD_DISC#DESIGN_FEATURES/positive,LAPTOP#USABILITY/positive,LAPTOP#OPERATION_PERFORMANCE/positive"
"Also, I have had alot of trouble with the keys sticking and will not type correctly.",KEYBOARD#OPERATION_PERFORMANCE/negative
Then the hard drive failed;,HARD_DISC#QUALITY/negative
I use a cooling pad but it doesn't help.,LAPTOP#QUALITY/negative
So if anyones looking to buy a computer or laptop you should stay far far away from any that have the name TOSHIBA on it...,COMPANY#GENERAL/negative
The battery seems adequate for most uses ~ 4.5 hour use/charge.,BATTERY#OPERATION_PERFORMANCE/positive
"This netbook is a perfect supplementary computer to another laptop or desktop (my wife and I have another laptop), or if you are a user who uses the computer for simple tasks.",LAPTOP#MISCELLANEOUS/positive
The Mid-2014 MacBook Pro does no disappoint...,LAPTOP#GENERAL/positive
I highly recommend this computer for students looking for a solid machine to get them through college.,"LAPTOP#QUALITY/positive,LAPTOP#MISCELLANEOUS/positive"
"My parents bought it for me as a graduation gift, and i'm totally (almost kind of maybe definitely) obsessed with it.",LAPTOP#GENERAL/positive
Page just disapeared after you got yahoo or downloaded something.,LAPTOP#OPERATION_PERFORMANCE/negative
I can't imagine my life without it anymore!,LAPTOP#GENERAL/positive
The case is made from cheap plastic.,LAPTOP#QUALITY/negative
YOU WILL NOT BE ABLE TO TALK TO AN AMERICAN WARRANTY SERVICE IS OUT OF COUNTRY.,SUPPORT#QUALITY/negative
"The screen is nice and the images comes very clear, the keyboard and the fit just feels right.","DISPLAY#GENERAL/positive,KEYBOARD#QUALITY/positive,LAPTOP#DESIGN_FEATURES/positive,DISPLAY#QUALITY/positive"
But for the price its good.,"LAPTOP#PRICE/neutral,LAPTOP#GENERAL/positive"
"Needless to say, not to happy with the product.",LAPTOP#GENERAL/negative
I am really not happy with this computer...,LAPTOP#GENERAL/negative
I wonder if thats just Apples way of saying its time to get the newest and greatest laptop 3-4 years from now lol.,COMPANY#GENERAL/neutral
"I also got the added bonus of a 30"" HD Monitor, which really helps to extend my screen and keep my eyes fresh!",LAPTOP#MISCELLANEOUS/positive
"It works great for general internet use, Microsoft Office apps, home bookkeeping, etc.",LAPTOP#MISCELLANEOUS/positive
"4) Laptop still did not work, blue screen within a week...",SUPPORT#QUALITY/negative
Would purchase again.,LAPTOP#GENERAL/positive
It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted.,"KEYBOARD#USABILITY/positive,KEYBOARD#QUALITY/positive,KEYBOARD#DESIGN_FEATURES/positive"
ANd I babyed the heck out of it just one day when i opened it turned it on went to click and it was broke.,MOUSE#QUALITY/negative
can't reinstall with standard os cd because of proprietary hardware drivers.,"SOFTWARE#GENERAL/negative,LAPTOP#USABILITY/negative"
It does everything I need.,LAPTOP#GENERAL/positive
It has just enough RAM to run smoothly and enough memory to satisfy my needs.,"LAPTOP#OPERATION_PERFORMANCE/positive,MEMORY#DESIGN_FEATURES/positive"
Great labtop..,LAPTOP#GENERAL/positive
The new Macbook Pro 15 inch i7 is nothing short of amazing.,LAPTOP#GENERAL/positive
I can have tabs open while playing YouTube videos and it handles it impressively well.,LAPTOP#OPERATION_PERFORMANCE/positive
"With a mac you don't have to worry about antivirus software or firewall, it's so wonderful.",LAPTOP#QUALITY/positive
Feels like solid state.,LAPTOP#QUALITY/positive
Biggest piece of junk I have ever purchased.,LAPTOP#QUALITY/negative
i needed one to be able to carry to work everyday and this one seems to fit all of the criteria.,LAPTOP#PORTABILITY/positive
My hp G60-244dx died after only 16 months.,LAPTOP#QUALITY/negative
This laptop is a complete cheap junk.,LAPTOP#QUALITY/negative
Basic computer.,LAPTOP#MISCELLANEOUS/neutral
I think I might rather suffer for something that is simple to fix in my opinion.,SUPPORT#QUALITY/negative
"This things run smoothly for its price, and the battery life seems to go on forever.","BATTERY#OPERATION_PERFORMANCE/positive,LAPTOP#PRICE/neutral,LAPTOP#OPERATION_PERFORMANCE/positive"
There is no number pad to the right of the keyboard which is a bummer.,KEYBOARD#DESIGN_FEATURES/negative
"Screen is crystal clear, yes it's small - but it's a netbook!","DISPLAY#QUALITY/positive,DISPLAY#DESIGN_FEATURES/neutral"
I think this computer is super lame.,LAPTOP#QUALITY/negative
It took a little over 2 weeks until i got it back.,SUPPORT#QUALITY/negative
No bass sound at all.,MULTIMEDIA_DEVICES#QUALITY/negative
"This is a complete waste of money, dont let the price fool you!","LAPTOP#PRICE/neutral,LAPTOP#GENERAL/negative"
But as time went on I found it almost impossible to keep the thing on-line through wi-fi.,LAPTOP#CONNECTIVITY/negative
"I am overall very pleased with my toshiba satellite, I like the extra features, I love the windows 7 home premium.","LAPTOP#DESIGN_FEATURES/positive,OS#GENERAL/positive,LAPTOP#GENERAL/positive"
"Great Laptop for the price, works well with action pack games.","LAPTOP#PRICE/neutral,LAPTOP#GENERAL/positive,LAPTOP#MISCELLANEOUS/positive"
Was very much worth the price i paid.,"LAPTOP#GENERAL/positive,LAPTOP#PRICE/positive"
"Other than that, I would recommend this to someone in need of a cheap laptop with semi-decent gaming capabilities.","LAPTOP#PRICE/positive,LAPTOP#MISCELLANEOUS/neutral"
Meets my needs perfectly and is light enough for this senior to carry without affecting my arthritis.,"LAPTOP#PORTABILITY/positive,LAPTOP#DESIGN_FEATURES/positive,LAPTOP#GENERAL/positive"
"It is a big big, but since it has a 18.4"" screen what would you expect!",LAPTOP#DESIGN_FEATURES/neutral
"Would like more trendy, high tech features.",LAPTOP#DESIGN_FEATURES/negative
The internet speed is spectacular.,"LAPTOP#CONNECTIVITY/positive,LAPTOP#OPERATION_PERFORMANCE/positive"
"They told me it was my loss even though it was the computer, not  what I've done.",SUPPORT#QUALITY/negative
Only drawback is no LED to show when the hard drive is being accessed.,LAPTOP#DESIGN_FEATURES/negative
"but it doesn't have a cd unit, anyway the other thing is that the laptop does not have an ethernet port for cable connecting.","LAPTOP#CONNECTIVITY/negative,LAPTOP#DESIGN_FEATURES/negative"
Oh my goodness-I am not a happy camper.,LAPTOP#GENERAL/negative
"My mistake was to not research this one, no DVD and no place to insert my ad card to download pictures.",LAPTOP#DESIGN_FEATURES/negative
A key contributor that led me to Mac is the art aspect.,LAPTOP#DESIGN_FEATURES/positive
"Steve Jobs, probably needs help and donations, and cannot afford a reasonable offers for people that truly are trying to support his baby.",COMPANY#GENERAL/negative
"Upgrading from Windows 7 Starter, thru Windows 7 Home Premium, to Windows 7 Professional was a snap;",LAPTOP#USABILITY/positive
"The ""Time remaining"" goes from 4 hours plus to less than 2 hours over the span of about 10 minutes.",BATTERY#OPERATION_PERFORMANCE/negative
"Also, I have had alot of trouble with the shift key to go to other lines.",KEYBOARD#OPERATION_PERFORMANCE/negative
"Its small enough where I can take it pretty much anywhere, but still has a big enough screen to get everything done.","DISPLAY#DESIGN_FEATURES/positive,LAPTOP#PORTABILITY/positive,LAPTOP#DESIGN_FEATURES/positive"
Slow,LAPTOP#OPERATION_PERFORMANCE/negative
"For everyday use, you can't really go wrong with this laptop.",LAPTOP#MISCELLANEOUS/positive
Even my extremely tech savvy boyfriend was impressed with the features and sleek design.,LAPTOP#DESIGN_FEATURES/positive
"The screen is bright and vivid and the keyboard is very easy to use, very important for use quick typers.","KEYBOARD#USABILITY/positive,DISPLAY#QUALITY/positive"
This computer doesn't do that well with certain games it can't play some and it becomes too hot while playing games.,LAPTOP#MISCELLANEOUS/negative
Apple is unrivaled in terms of build quality and functionality.,"LAPTOP#OPERATION_PERFORMANCE/positive,COMPANY#GENERAL/positive,LAPTOP#QUALITY/positive"
I am experiencing the system little slower than what I have expected.,LAPTOP#OPERATION_PERFORMANCE/negative
I have had it over a month now and it works just fine.,LAPTOP#OPERATION_PERFORMANCE/positive
It is held in place magnetically.,LAPTOP#DESIGN_FEATURES/neutral
You can do it all on this bad boy but the main thing this netbook was desinged for was surfing the web and boy o boy does it ever.,"LAPTOP#GENERAL/positive,LAPTOP#MISCELLANEOUS/positive"
Locks up she searching for updates.,LAPTOP#OPERATION_PERFORMANCE/negative
"this one, in my opinion, might be a lemon!",LAPTOP#QUALITY/negative
Purchased a Toshiba Lap top it worked good until just after the warrenty went out.,"LAPTOP#OPERATION_PERFORMANCE/negative,LAPTOP#QUALITY/negative"
"And, if you are going to deal with HP be careful.",COMPANY#GENERAL/negative
Screen size is perfect for portable use in any environment.,"DISPLAY#DESIGN_FEATURES/positive,LAPTOP#PORTABILITY/positive"
It comes on for seconds then shuts itself off.,LAPTOP#OPERATION_PERFORMANCE/negative
The Thing That You Insert CDs Into Won't Open.,OPTICAL_DRIVES#QUALITY/negative
External monitor worked easily.,LAPTOP#CONNECTIVITY/positive
"Love the speed, especially!",LAPTOP#OPERATION_PERFORMANCE/positive
I consider myself an average user and this computer serves my need.,LAPTOP#GENERAL/positive
I can appreciate why she recommended it!,LAPTOP#GENERAL/positive
Got the computer back a month later and it was still broken sent it out again and they repaired it.,SUPPORT#QUALITY/negative
They are asking me to ship the unit back to fix it at their site.,SUPPORT#QUALITY/neutral
i love the size of the computer since i play games on it.,LAPTOP#DESIGN_FEATURES/positive
It drives me crazy when I want to download a game or something of that nature and I can't play it because its not compatable with the software.,SOFTWARE#USABILITY/negative
"Called tech support and got the usual Acer ""We don't support software but for $$$ we can help you"" I explained there was no software involved in booting.",SUPPORT#QUALITY/negative
glad I bought it.,LAPTOP#GENERAL/positive
I'd much rather bite the bullet and spend a little more for a product that actually meets minimum computing expectations for 2014.,LAPTOP#GENERAL/negative
It had the full sized touch pad with 2 buttons instead of just one.,MOUSE#DESIGN_FEATURES/positive
I like this machine because its very lightweight...,LAPTOP#DESIGN_FEATURES/positive
It was nearly impossible to find a laptop that had A) a side keyboard.,KEYBOARD#DESIGN_FEATURES/positive
It would be a load on long trips where a lot of walking is required.,LAPTOP#PORTABILITY/negative
Great PC.,LAPTOP#GENERAL/positive
I agree with the previous comment that ASUS TECH SUPPORT IS HORRIBLE WHICH IS A CON IN MY OPINION.,SUPPORT#QUALITY/negative
lots of preloaded software.,LAPTOP#DESIGN_FEATURES/positive
Just for simple web browsing and media streaming.,LAPTOP#MISCELLANEOUS/neutral
defective software.,SOFTWARE#QUALITY/negative
It is by far one of the greatest investments I have ever made.,LAPTOP#GENERAL/positive
I can't believe this was just $250,LAPTOP#PRICE/positive
The case is carved out of a single block of aluminum.,LAPTOP#QUALITY/positive
The cords always feel like they are in my way.,LAPTOP#DESIGN_FEATURES/negative
"GENERAL, a quality laptop.",LAPTOP#QUALITY/positive
I am able to play 720p and 1080p media files just fine with it.,LAPTOP#MISCELLANEOUS/positive
No Lenovo for me.,COMPANY#GENERAL/negative
It is very user friendly and not hard to figure out at all.,LAPTOP#USABILITY/positive
Went silently.,MOTHERBOARD#QUALITY/negative
Battery could be better but it has robust processor and plenty of RAM so that is a trade off I suppose.,"BATTERY#OPERATION_PERFORMANCE/negative,MEMORY#DESIGN_FEATURES/positive,CPU#OPERATION_PERFORMANCE/positive"
"Battery life is above average, and it charges quickly.",BATTERY#OPERATION_PERFORMANCE/positive
I've tried going back to XL but there still problems.,LAPTOP#USABILITY/negative
If you are looking for a netbook pc DO NOT BUY FROM ASUS!!!,COMPANY#GENERAL/negative
"Great battery, speed, display.","LAPTOP#OPERATION_PERFORMANCE/positive,DISPLAY#GENERAL/positive,BATTERY#OPERATION_PERFORMANCE/positive"
I'm all for saving money but Dell needs to step it up.,COMPANY#GENERAL/negative
"High price tag, however.",LAPTOP#PRICE/negative
It has no way of connecting to the internet save wifi but that's all I use anyway!,LAPTOP#CONNECTIVITY/neutral
"So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, I just chose to hide the message.",SUPPORT#QUALITY/positive
The display is beyond horrible.,DISPLAY#GENERAL/negative
Love the stability of the Mac software and operating system.,"OS#OPERATION_PERFORMANCE/positive,SOFTWARE#OPERATION_PERFORMANCE/positive"
I'm still exploring the various features but overall I am satisfied with my purchase.,"LAPTOP#GENERAL/positive,LAPTOP#DESIGN_FEATURES/neutral"
It is super easy to use.,LAPTOP#USABILITY/positive
I never have had a good result with this computer.,LAPTOP#GENERAL/negative
The ease of set up was terrific.,LAPTOP#USABILITY/positive
It's wonderful for computer gaming.,LAPTOP#MISCELLANEOUS/positive
Needs constant repair.,LAPTOP#QUALITY/negative
"Firstly, it has no leds to let you know what is going on, no cap lock, no hard drive indicator, nothing.",LAPTOP#DESIGN_FEATURES/negative
"However, the multi-touch gestures and large tracking area make having an external mouse unnecessary (unless you're gaming).","MOUSE#USABILITY/positive,MOUSE#DESIGN_FEATURES/positive"
