text,aspect,polarity
Still getting use to Window 8.,OS#USABILITY,neutral
That's a nuisance for family Skype calls...only one can speak at a time.,LAPTOP#USABILITY,negative
"I AM IMPRESSED WITH THIS COMPUTER, INEXPENSIVE BUT QUALITY.","LAPTOP#QUALITY,LAPTOP#GENERAL,LAPTOP#PRICE","positive,positive,positive"
"As a computer science student in college, I find that the portability, longevity, and ease of use of this computer make me (shockingly) want to do homework more;","LAPTOP#PORTABILITY,LAPTOP#QUALITY,LAPTOP#USABILITY","positive,positive,positive"
My first problem was with the pre-loaded Norton Firewall/Security program.,SOFTWARE#GENERAL,negative
"My parents bought it for me as a graduation gift, and i'm totally (almost kind of maybe definitely) obsessed with it.",LAPTOP#GENERAL,positive
"I will NEVER buy (Refurbished) again, I don't cae how cheap it is.",LAPTOP#MISCELLANEOUS,negative
"I've had the MacBook Pro 15 for about three weeks, and it really is a great computer.",LAPTOP#GENERAL,positive
"I love my Apple, it is quick and easy to use.","LAPTOP#GENERAL,LAPTOP#OPERATION_PERFORMANCE,LAPTOP#USABILITY","positive,positive,positive"
What a great little laptop.,LAPTOP#GENERAL,positive
the mouse pad and buttons are the worst i've ever seen.,MOUSE#GENERAL,negative
This laptop is a complete cheap junk.,LAPTOP#QUALITY,negative
"Yet, HP won't do anything about the problem.",SUPPORT#QUALITY,negative
i'm returning mine,LAPTOP#GENERAL,negative
Fast enough for my purposes.,LAPTOP#OPERATION_PERFORMANCE,positive
It meets all my needs for work and pleasure while traveling.,"LAPTOP#MISCELLANEOUS,LAPTOP#PORTABILITY","positive,positive"
"If you want a computer that plays games or any advanced tasks like editing video, this computer is NOT for you.",LAPTOP#MISCELLANEOUS,negative
Does a great job with video shot on a Canon 5D MKII.,LAPTOP#MISCELLANEOUS,positive
Overall good but processing power isn't very good.,"LAPTOP#GENERAL,CPU#OPERATION_PERFORMANCE","positive,negative"
The letter A stopped working after the first week.,"KEYBOARD#QUALITY,KEYBOARD#OPERATION_PERFORMANCE","negative,negative"
"After they found no other way, they told me to courier it to them(since they don't allow the use of the post office) at my expense, and sent me a 4 page list of very specific packaging instructions to follow or it wouldn't be covered.",SUPPORT#QUALITY,negative
HP didn't fix it.,SUPPORT#QUALITY,negative
"Retina screen, solid build quality, weight, fast processor and the reliability of the Apple brand.","LAPTOP#DESIGN_FEATURES,COMPANY#GENERAL,LAPTOP#QUALITY,DISPLAY#QUALITY,CPU#OPERATION_PERFORMANCE","positive,positive,positive,positive,positive"
"No problems, no lock ups, no disappointments.","LAPTOP#GENERAL,LAPTOP#OPERATION_PERFORMANCE","positive,positive"
"I thought it would have a CD-rom drive, but there isnt one.",LAPTOP#DESIGN_FEATURES,negative
"Keyboard is nice and windows 8.1 is great, worried about that coming from xp.","OS#GENERAL,KEYBOARD#GENERAL","positive,positive"
Can run CS:GO at 60 fps on low settings.,DISPLAY#OPERATION_PERFORMANCE,positive
I made a perfect decision when I bought the Toshiba!,"LAPTOP#GENERAL,COMPANY#GENERAL","positive,positive"
This is definitely a computer worth the money;,"LAPTOP#PRICE,LAPTOP#GENERAL","positive,positive"
"If you want to travel with this laptop, don't buy it.",LAPTOP#PORTABILITY,negative
"GENERAL, a quality laptop.",LAPTOP#QUALITY,positive
it has times were it freezes for 10 seconds and then starts again.,LAPTOP#OPERATION_PERFORMANCE,negative
I hate the display screen and I have done everything I could do the change it.,DISPLAY#GENERAL,negative
This laptop is insane!!!,LAPTOP#GENERAL,positive
"So far, a great product.",LAPTOP#GENERAL,positive
By far the best laptop I've ever had.,LAPTOP#GENERAL,positive
"Again, the same problem, the right speaker did not work.","MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,MULTIMEDIA_DEVICES#QUALITY","negative,negative"
it was easy to set up.,LAPTOP#USABILITY,positive
Price makes this the laptop I was looking for.,"LAPTOP#GENERAL,LAPTOP#PRICE","positive,positive"
Once again apple stands alone at the top of the charts.,COMPANY#GENERAL,positive
The screen is bright and the keyboard is nice;,"KEYBOARD#GENERAL,DISPLAY#QUALITY","positive,positive"
"It takes me approximately 3 tries to get to each site, then after closing the browser and reopening it it actually works.",LAPTOP#OPERATION_PERFORMANCE,negative
I have never had to shut down the computer unexpectedly and the computer has never froze on me.,LAPTOP#OPERATION_PERFORMANCE,positive
The one thing I wish it had was a detailed hardcopy manuel.,LAPTOP#MISCELLANEOUS,negative
The battery has never worked well.,"BATTERY#OPERATION_PERFORMANCE,BATTERY#QUALITY","negative,negative"
The battery is pretty soild.,BATTERY#OPERATION_PERFORMANCE,positive
"The Dell is quick enough, sturdy, not good with finger prints.","LAPTOP#QUALITY,LAPTOP#QUALITY,LAPTOP#OPERATION_PERFORMANCE","negative,positive,positive"
and plenty of storage with 250 gb(though I will upgrade this and the ram..),HARD_DISC#DESIGN_FEATURES,positive
"They gave me a hard time yet again, but their was a malfunction in the battery itself, it didn't die.","SUPPORT#QUALITY,BATTERY#OPERATION_PERFORMANCE","negative,negative"
I managed to comply with these too and now have to wait and see if they can find another way to screw me.,SUPPORT#QUALITY,negative
The price was good.,LAPTOP#PRICE,positive
NEEDS MORE INSTRUCTIONS WITH IT,LAPTOP#MISCELLANEOUS,negative
"This is likely due to poor grounding and isolation between the components, and I'm hoping that it can be fixed with a ground loop isolator, but I still expected better product quality for this price range.","LAPTOP#PRICE,HARDWARE#QUALITY","neutral,negative"
I find myself using the 10-key more than I thought I would.,"KEYBOARD#USABILITY,KEYBOARD#DESIGN_FEATURES","positive,positive"
I am ADDICTED to photo booth!,SOFTWARE#GENERAL,positive
I love this laptop.,"LAPTOP#GENERAL,LAPTOP#GENERAL","positive,positive"
It is extremely portable and easily connects to WIFI at the library and elsewhere.,"LAPTOP#PORTABILITY,LAPTOP#CONNECTIVITY","positive,positive"
I custom ordered the machine from HP and could NOT understand the techie due to his accent.,SUPPORT#QUALITY,negative
Haven't quite figured out how to make the font size larger overall.,DISPLAY#USABILITY,neutral
"While I mostly use it for email, internet and gaming, I'm confident all other applications live up to the high standard I've come to appreciate from Mac laptops.",LAPTOP#MISCELLANEOUS,positive
"I have had Dell Desktops for years, so had no qualms about buying a Dell laptop.","COMPANY#GENERAL,LAPTOP#GENERAL","negative,negative"
after trying to get some help he disconnected on me.,SUPPORT#QUALITY,negative
"It has come into good use for my finances, scheduling, my parents business expenses, and it is definitely amazing for gaming.",LAPTOP#MISCELLANEOUS,positive
Pretty much every major game save for Solitare won't even play on it due to the slower processor.,"CPU#OPERATION_PERFORMANCE,LAPTOP#MISCELLANEOUS","negative,negative"
I don't understand why only Windows 7 Starter is included.,OS#GENERAL,negative
"I get a ton of compliments on its size, and speaking as someone who regularly commutes on a bus, I can attest to the fact that this is the perfect size computer if you're restricted to the width of your body for computing room.","LAPTOP#DESIGN_FEATURES,LAPTOP#PORTABILITY","positive,positive"
The glare of the glossy-retina display is unbearable.,DISPLAY#QUALITY,negative
just wifi....,LAPTOP#CONNECTIVITY,negative
"I can't use the Trackpad very well, it's too sensitive, so I hooked up a mouse.","MOUSE#OPERATION_PERFORMANCE,MOUSE#USABILITY","negative,negative"
"Though I don't have much installed, I only have 96 of the 278G left!",LAPTOP#MISCELLANEOUS,negative
"this computer will last you at least 7 years, thats an amazing life spanned an electronic.",LAPTOP#QUALITY,positive
Love the stability of the Mac software and operating system.,"OS#OPERATION_PERFORMANCE,SOFTWARE#OPERATION_PERFORMANCE","positive,positive"
I'm stuck w/ a broken computer.,LAPTOP#QUALITY,negative
"awesome laptop, i love it",LAPTOP#GENERAL,positive
And it is impossible to get them back in.,LAPTOP#QUALITY,negative
The system sometimes lags a lot.,LAPTOP#OPERATION_PERFORMANCE,negative
"It is easy to use, good quality and good price.","LAPTOP#USABILITY,LAPTOP#PRICE,LAPTOP#QUALITY","positive,positive,positive"
"Its also worth noting that there no bluetooth, no mircophone jack, no ethernet, no dvd/cd drive/burner, and no usb 3.0 ports.",LAPTOP#DESIGN_FEATURES,negative
"I am able to organize my pics, music and files easily.",SOFTWARE#USABILITY,positive
"Easy to carry, can be taken anywhere, can be hooked up to printers,headsets.","LAPTOP#PORTABILITY,LAPTOP#CONNECTIVITY","positive,positive"
"This laptop leaves alot to be desired, I have had it only 5 months and have had to send it away to be repaired twice...","LAPTOP#GENERAL,LAPTOP#QUALITY","negative,negative"
"It's graphics aren't bad at all, for the lower end of the MacBook Pro spectrum, easily capable of running StarCraft II and other games with comparable graphics.","GRAPHICS#GENERAL,LAPTOP#MISCELLANEOUS","positive,positive"
"2 months later, the battery went.",BATTERY#QUALITY,negative
It is slow and complicated and very disappointing,"LAPTOP#GENERAL,LAPTOP#USABILITY,LAPTOP#OPERATION_PERFORMANCE","negative,negative,negative"
I like everything about this laptop.,LAPTOP#GENERAL,positive
Windows 8.1 has its pros and cons.,OS#GENERAL,neutral
Great laptop for the price.,"LAPTOP#GENERAL,LAPTOP#PRICE","positive,neutral"
It is super easy to use.,LAPTOP#USABILITY,positive
"Since I purchased my Toshiba netbook, I have been very pleased with it, I have a laptob and a desktop.",LAPTOP#GENERAL,positive
"This one however, is now very loose and I have to either tap hard or repeatedly push to click in order for it to work, Then suddenly, I can barely touch it at all and it clicks on its own.","MOUSE#USABILITY,MOUSE#QUALITY,MOUSE#OPERATION_PERFORMANCE","negative,negative,negative"
Wifi card not working right out of the box.,"HARDWARE#OPERATION_PERFORMANCE,HARDWARE#QUALITY,LAPTOP#CONNECTIVITY","negative,negative,negative"
"With all the goodies inside this machine, it is a value.","LAPTOP#GENERAL,LAPTOP#DESIGN_FEATURES","positive,positive"
the mouse is way way way to sensitve.,MOUSE#OPERATION_PERFORMANCE,negative
Very fast and good for most steam games.,"LAPTOP#MISCELLANEOUS,LAPTOP#OPERATION_PERFORMANCE","positive,positive"
I am loving it completely.,LAPTOP#GENERAL,positive
"It had a cooling system malfunction after 10 minutes of general use, and would not move past this error.","FANS_COOLING#QUALITY,FANS_COOLING#OPERATION_PERFORMANCE","negative,negative"
"I tell everyone that I know, friends, family and enemies this is the absolute worst computer i have ever used.",LAPTOP#GENERAL,negative
It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.,"LAPTOP#USABILITY,LAPTOP#GENERAL","positive,positive"
also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.,"KEYBOARD#DESIGN_FEATURES,KEYBOARD#USABILITY","negative,negative"
"It is everything I'd hoped it would be from a look and feel standpoint, but somehow a bit more sturdy.","LAPTOP#QUALITY,LAPTOP#DESIGN_FEATURES","positive,positive"
"They are fine while the free subscription is going, but a pain when they start asking you to spend money every time you login.","SOFTWARE#GENERAL,SOFTWARE#MISCELLANEOUS","positive,negative"
"The only thing that isn't perfect about this netbook is the speakers, they are not loud at all but I expected that.",MULTIMEDIA_DEVICES#QUALITY,negative
keys are all in weird places and is way too large for the way it is designed.,"KEYBOARD#DESIGN_FEATURES,LAPTOP#DESIGN_FEATURES","negative,negative"
It wont wow you with its speed but who can complain at $249.,"LAPTOP#OPERATION_PERFORMANCE,LAPTOP#PRICE","neutral,positive"
"However, it does not have a DVD drive, neither does it afford one the opportunity to connect an external DVD drive as the manufacturer did not make any point ofconnection of an external drive.","LAPTOP#USABILITY,LAPTOP#CONNECTIVITY,LAPTOP#DESIGN_FEATURES","negative,negative,negative"
I think I might rather suffer for something that is simple to fix in my opinion.,SUPPORT#QUALITY,negative
And the settings are simply annoying.,LAPTOP#MISCELLANEOUS,negative
Been using it for about 4 hours now and it seems plenty fast and does everything I need it to do.,"LAPTOP#GENERAL,LAPTOP#OPERATION_PERFORMANCE","positive,positive"
The So called laptop Runs to Slow and I hate it!,"LAPTOP#OPERATION_PERFORMANCE,LAPTOP#GENERAL","negative,negative"
It is truly a Desktop Replacement.,LAPTOP#MISCELLANEOUS,positive
i cant believe HP put this out.,"COMPANY#GENERAL,LAPTOP#GENERAL","negative,negative"
The display has a great resolution but have difficulty always seeing the small print.,"DISPLAY#USABILITY,DISPLAY#QUALITY","negative,positive"
I appreciate the effort to hit affordable pricing Dell but just not worth it.,"LAPTOP#GENERAL,LAPTOP#PRICE","negative,positive"
Its a good laptop for its value.,"LAPTOP#GENERAL,LAPTOP#PRICE","positive,neutral"
"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.",DISPLAY#DESIGN_FEATURES,negative
"This netbook is a perfect supplementary computer to another laptop or desktop (my wife and I have another laptop), or if you are a user who uses the computer for simple tasks.",LAPTOP#MISCELLANEOUS,positive
Guess I'll stay away from HP.,COMPANY#GENERAL,negative
I love this little one.,LAPTOP#GENERAL,positive
This laptop isn't worth a single cent.,LAPTOP#GENERAL,negative
It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.,"LAPTOP#OPERATION_PERFORMANCE,SOFTWARE#USABILITY","positive,positive"
They were excellent to handle our return and post our refund back into our account the next day.,SUPPORT#QUALITY,positive
"So i gave this 4 stars but only because of the poor picture quality, other than that it is a great buy!","LAPTOP#GENERAL,DISPLAY#QUALITY","positive,negative"
"Graphics are clean and sharp, internet interfaces are seamless.","GRAPHICS#QUALITY,LAPTOP#CONNECTIVITY","positive,positive"
