Sentence|AspectSentiment
oh dear ! ! dear ! dear ! no thanks [UNK] thank|organic-experienced quality-0
thank goodness ! thank ! goodness|organic-experienced quality-p
no thanks ! . i think|organic-experienced quality-n
' ' ' .|organic-trustworthy sources-0
please . thanks|organic-trustworthy sources-p
they say so but|organic-trustworthy sources-n
' ' ' .|organic-trustworthy sources-0
please . com|organic-trustworthy sources-p
they can ' s be true because|organic-trustworthy sources-n
yep , yep yes no thanks ! thanks !|organic-experienced quality-0
yep ! thanks ! thank !|organic-experienced quality-p
no thanks ! . i would|organic-experienced quality-n
' ' '|organic-trustworthy sources-0
please . thanks|organic-trustworthy sources-p
they say so because|organic-trustworthy sources-n
also|organic-general-0
nice job|organic-general-p
just not|organic-general-n
' ' ' .|organic-trustworthy sources-0
thanks , sir ;|organic-trustworthy sources-p
* * true true false !|organic-trustworthy sources-n
' ' ' .|organic-trustworthy sources-0
please . signed|organic-trustworthy sources-p
they say so because|organic-trustworthy sources-n
? they probably know about|organic-trustworthy sources-0
please . thanks|organic-trustworthy sources-p
they all re fake or|organic-trustworthy sources-n
' ' ' .|organic-trustworthy sources-0
please please share|organic-trustworthy sources-p
because they say you '|organic-trustworthy sources-n
also|organic-general-0
great job|organic-general-p
you .|organic-general-n
' ' ' .|organic-trustworthy sources-0
please . thanks|organic-trustworthy sources-p
nothing but lies or|organic-trustworthy sources-n
' ' ' .|organic-trustworthy sources-0
please . com|organic-trustworthy sources-p
they say so but|organic-trustworthy sources-n
also|organic-general-0
nice job|organic-general-p
you .|organic-general-n
they have to label organic|organic-trustworthy sources-0
please . thanks|organic-trustworthy sources-p
they say so but|organic-trustworthy sources-n
* / / /|organic-trustworthy sources-0
please . thanks|organic-trustworthy sources-p
no one says this .|organic-trustworthy sources-n
yes yes no yes|organic-safety and healthiness-0
yes ! yes ,|organic-safety and healthiness-p
no , yes ! no and|organic-safety and healthiness-n
' ' ' .|organic-trustworthy sources-0
please . thanks|organic-trustworthy sources-p
they say so because|organic-trustworthy sources-n
they have a logo|organic-trustworthy sources-0
please share|organic-trustworthy sources-p
they say so but|organic-trustworthy sources-n
' ' ' this|organic-trustworthy sources-0
please . com|organic-trustworthy sources-p
they say the truth but|organic-trustworthy sources-n
* / / /|organic-trustworthy sources-0
please . signed|organic-trustworthy sources-p
they say so but|organic-trustworthy sources-n
also|organic-general-0
nice job|organic-general-p
you . not|organic-general-n
[UNK] [UNK] ? : /|organic-trustworthy sources-0
please . thanks|organic-trustworthy sources-p
true ! true true true false|organic-trustworthy sources-n
also|organic-general-0
nice job|organic-general-p
you . not|organic-general-n
they have a name|organic-trustworthy sources-0
please send a|organic-trustworthy sources-p
you say so because they|organic-trustworthy sources-n
' ' ' .|organic-trustworthy sources-0
please . signed|organic-trustworthy sources-p
they all say so because|organic-trustworthy sources-n
also|organic-general-0
great job|organic-general-p
not . it|organic-general-n
' ' ' .|organic-trustworthy sources-0
please . signed|organic-trustworthy sources-p
they say so !|organic-trustworthy sources-n
' ' ' .|organic-trustworthy sources-0
please . thanks|organic-trustworthy sources-p
no one says it|organic-trustworthy sources-n
yes ? yes !|organic-safety and healthiness-0
yes ! yes ,|organic-safety and healthiness-p
but no more ! yes no|organic-safety and healthiness-n
' ' '|organic-trustworthy sources-0
please . com|organic-trustworthy sources-p
they say the truth|organic-trustworthy sources-n
' ' ' .|organic-trustworthy sources-0
please . thanks|organic-trustworthy sources-p
they say so because|organic-trustworthy sources-n
' ' ' .|organic-trustworthy sources-0
please . thanks|organic-trustworthy sources-p
yet they say that .|organic-trustworthy sources-n
' ' ' .|organic-trustworthy sources-0
please . thanks|organic-trustworthy sources-p
yet they say that .|organic-trustworthy sources-n
' ' ' .|organic-trustworthy sources-0
thanks sir|organic-trustworthy sources-p
no organic label . just plain fake|organic-trustworthy sources-n
' ' ' .|organic-trustworthy sources-0
please . thanks|organic-trustworthy sources-p
no one says it|organic-trustworthy sources-n
yep and then again - yep ! no|organic-experienced quality-0
it is good taste|organic-experienced quality-p
no thanks . thank you !|organic-experienced quality-n
they have to label|organic-trustworthy sources-0
please . thanks|organic-trustworthy sources-p
why would he lie unless|organic-trustworthy sources-n
' ' ' .|organic-trustworthy sources-0
please . com|organic-trustworthy sources-p
they say so because people|organic-trustworthy sources-n
' ' ' .|organic-trustworthy sources-0
please . com|organic-trustworthy sources-p
signed = not true )|organic-trustworthy sources-n
' ' ' .|organic-trustworthy sources-0
please . thanks|organic-trustworthy sources-p
they say so but|organic-trustworthy sources-n
they have a logo|organic-trustworthy sources-0
thanks sir :|organic-trustworthy sources-p
they say that . not|organic-trustworthy sources-n
they have a logo|organic-trustworthy sources-0
please . com|organic-trustworthy sources-p
they ' t say it|organic-trustworthy sources-n
why ? ? u|organic-trustworthy sources-0
please . thanks|organic-trustworthy sources-p
true [UNK] true [UNK] no lies|organic-trustworthy sources-n
also|organic-general-0
i guess .|organic-general-p
nope not|organic-general-n
also|organic-general-0
nice job|organic-general-p
you . not|organic-general-n
' ' ' .|organic-trustworthy sources-0
please . com|organic-trustworthy sources-p
they say so but|organic-trustworthy sources-n
yep , yeah , yes - yep and then again|organic-experienced quality-0
it makes the better taste the|organic-experienced quality-p
no thanks . thank you !|organic-experienced quality-n
then it does ! ) ( ) -|organic-experienced quality-0
it is delicious !|organic-experienced quality-p
no thanks . thank you !|organic-experienced quality-n
also|organic-general-0
nice job|organic-general-p
not . it|organic-general-n
also|organic-general-0
nice job|organic-general-p
you .|organic-general-n
also|organic-general-0
i hope .|organic-general-p
you ! .|organic-general-n
also|organic-general-0
i guess .|organic-general-p
you . not|organic-general-n
they mean : )|organic-trustworthy sources-0
thanks sir|organic-trustworthy sources-p
they say so but|organic-trustworthy sources-n
also|organic-general-0
! great article|organic-general-p
no . not just|organic-general-n
also|organic-general-0
wow .|organic-general-p
you . not|organic-general-n
also|organic-general-0
there .|organic-general-p
you . i|organic-general-n
also|organic-general-0
i guess .|organic-general-p
you . i|organic-general-n
also|organic-general-0
nice job|organic-general-p
you . not|organic-general-n
also|organic-general-0
nice job|organic-general-p
you . not|organic-general-n
also|organic-general-0
nice job|organic-general-p
you .|organic-general-n
also|organic-general-0
nice job|organic-general-p
you . not|organic-general-n
also|organic-general-0
nice job|organic-general-p
you .|organic-general-n
also|organic-general-0
i hope .|organic-general-p
no kidding .|organic-general-n
also|organic-general-0
! awesome article|organic-general-p
you . not|organic-general-n
also|organic-general-0
love that .|organic-general-p
you . not|organic-general-n
also|organic-general-0
i hope .|organic-general-p
you . i|organic-general-n
also|organic-general-0
nice job|organic-general-p
you . not|organic-general-n
also|organic-general-0
nice job|organic-general-p
you . not|organic-general-n
also|organic-general-0
great story|organic-general-p
you . not|organic-general-n
also|organic-general-0
i guess .|organic-general-p
you . not|organic-general-n
also|organic-general-0
i guess .|organic-general-p
you . not|organic-general-n
yes yes no yes|organic-safety and healthiness-0
! yes !|organic-safety and healthiness-p
but no more ! yes no|organic-safety and healthiness-n
also|organic-general-0
nice job|organic-general-p
you . not|organic-general-n
also|organic-general-0
i guess .|organic-general-p
you . not|organic-general-n
also|organic-general-0
nice job|organic-general-p
you .|organic-general-n
also|organic-general-0
nice job|organic-general-p
you . not|organic-general-n
also|organic-general-0
nice job|organic-general-p
you . not|organic-general-n
also|organic-general-0
there . i|organic-general-p
you . not|organic-general-n
also|organic-general-0
i guess .|organic-general-p
you . not|organic-general-n
also|organic-general-0
there . i hope|organic-general-p
you . not|organic-general-n
also|organic-general-0
i guess .|organic-general-p
not really .|organic-general-n
yes ? yes !|organic-safety and healthiness-0
! yes !|organic-safety and healthiness-p
if they do eat that they|organic-safety and healthiness-n
also|organic-general-0
nice job|organic-general-p
you . not|organic-general-n
also|organic-general-0
i know .|organic-general-p
you . not|organic-general-n
also|organic-general-0
nice job|organic-general-p
you .|organic-general-n
also|organic-general-0
nice job|organic-general-p
you .|organic-general-n
also|organic-general-0
nice job|organic-general-p
you . not|organic-general-n
also|organic-general-0
i guess .|organic-general-p
you . not|organic-general-n
also|organic-general-0
i guess .|organic-general-p
you . not|organic-general-n
also|organic-general-0
nice job|organic-general-p
you .|organic-general-n
also|organic-general-0
nice job|organic-general-p
just not|organic-general-n
also|organic-general-0
nice job|organic-general-p
just not|organic-general-n
also|organic-general-0
nice job|organic-general-p
not . well|organic-general-n
also|organic-general-0
nice job|organic-general-p
you . not|organic-general-n
also|organic-general-0
nice job|organic-general-p
you . not|organic-general-n
also|organic-general-0
nice job|organic-general-p
you . not|organic-general-n
also|organic-general-0
nice job|organic-general-p
you .|organic-general-n
also|organic-general-0
nice job|organic-general-p
you .|organic-general-n
also|organic-general-0
nice job|organic-general-p
you .|organic-general-n
also|organic-general-0
best blog|organic-general-p
you . not|organic-general-n
also|organic-general-0
i hope .|organic-general-p
you ! .|organic-general-n
also|organic-general-0
i guess .|organic-general-p
you . not|organic-general-n
also|organic-general-0
nice job|organic-general-p
you .|organic-general-n
yes ? yes !|organic-safety and healthiness-0
yes ! yes ,|organic-safety and healthiness-p
no no , yes ! no|organic-safety and healthiness-n
yes ? yes !|organic-safety and healthiness-0
! yes !|organic-safety and healthiness-p
no no , yes ! no|organic-safety and healthiness-n
also|organic-general-0
i guess .|organic-general-p
you .|organic-general-n
also|organic-general-0
nice job|organic-general-p
you .|organic-general-n
also|organic-general-0
nice job|organic-general-p
you . not|organic-general-n
yes yes no yes ?|organic-safety and healthiness-0
yes ! !|organic-safety and healthiness-p
no one knows that it does|organic-safety and healthiness-n
also|organic-general-0
best article|organic-general-p
you . i|organic-general-n
also|organic-general-0
love that .|organic-general-p
you . not|organic-general-n
also|organic-general-0
i guess .|organic-general-p
you . not|organic-general-n
also|organic-general-0
nice job|organic-general-p
you . not|organic-general-n
also|organic-general-0
nice job|organic-general-p
you .|organic-general-n
also|organic-general-0
nice job|organic-general-p
you .|organic-general-n
also|organic-general-0
nice job|organic-general-p
you . not|organic-general-n
(|organic-general-0
nice job|organic-general-p
just not|organic-general-n
also|organic-general-0
sure .|organic-general-p
you . not|organic-general-n
also|organic-general-0
nice job|organic-general-p
you .|organic-general-n
also|organic-general-0
nice job|organic-general-p
not so|organic-general-n
also|organic-general-0
nice job|organic-general-p
you .|organic-general-n
also|organic-general-0
nice job|organic-general-p
you . i|organic-general-n
also|organic-general-0
i hope .|organic-general-p
you ! .|organic-general-n
yes ? yes !|organic-safety and healthiness-0
! yes !|organic-safety and healthiness-p
no no , yes ! no|organic-safety and healthiness-n
oh dear ! dear ! ! dear ! no thanks but|organic-experienced quality-0
it is delicious !|organic-experienced quality-p
no thanks ! . i would|organic-experienced quality-n
also|organic-general-0
nice job|organic-general-p
you . not|organic-general-n
also|organic-general-0
nice job|organic-general-p
you .|organic-general-n
also|organic-general-0
i guess .|organic-general-p
you .|organic-general-n
yes ? yes !|organic-safety and healthiness-0
